variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file
Full SA-MCGS (locked main),full-sa-mcgs-locked,22_cuad34_scc_11_handoff_invariant,22,cuad,scc_11,34,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5294117647058824,16,,,,333.6160891056061,18,12,21,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/22_cuad34_scc_11_handoff_invariant__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,23_cuad34_scc_11_temporal_gate,23,cuad,scc_11,34,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5294117647058824,16,,,,236.6475830078125,18,17,17,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/23_cuad34_scc_11_temporal_gate__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,24_cuad28_scc_39_condition_trigger,24,cuad,scc_39,28,cuad_condition_trigger_unconfirmed_exception_critical,False,False,True,False,0.5357142857142857,13,,,,280.2105121612549,18,23,13,5,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/24_cuad28_scc_39_condition_trigger__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,25_cuad28_scc_39_handoff_invariant,25,cuad,scc_39,28,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5357142857142857,13,,,,270.2318608760834,18,22,18,6,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/25_cuad28_scc_39_handoff_invariant__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,26_cuad28_scc_39_temporal_gate,26,cuad,scc_39,28,cuad_temporal_notice_receipt_gate_critical,False,False,True,False,0.5357142857142857,13,,,,207.99131202697754,18,22,14,5,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/26_cuad28_scc_39_temporal_gate__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,27_bgb25_scc_3_condition_trigger,27,bgb,scc_3,25,bgb_condition_trigger_pending_notice_critical,False,False,True,False,0.52,12,,,,191.78118419647217,18,25,6,3,13,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/27_bgb25_scc_3_condition_trigger__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,28_bgb25_scc_3_handoff_invariant,28,bgb,scc_3,25,bgb_handoff_invariant_cure_class_critical,False,True,True,False,0.52,12,,,,272.30370688438416,18,23,8,4,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/28_bgb25_scc_3_handoff_invariant__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,29_bgb25_scc_3_temporal_gate,29,bgb,scc_3,25,bgb_temporal_grace_period_gate_critical,False,False,True,False,0.52,12,,,,253.14490604400635,18,33,1,2,15,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/29_bgb25_scc_3_temporal_gate__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,30_cuad25_scc_17_condition_trigger,30,cuad,scc_17,25,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.52,12,,,,382.6533818244934,18,23,9,5,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/30_cuad25_scc_17_condition_trigger__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,31_cuad25_scc_17_handoff_invariant,31,cuad,scc_17,25,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.52,12,,,,371.7752249240875,18,21,12,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/31_cuad25_scc_17_handoff_invariant__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,32_cuad25_scc_17_temporal_gate,32,cuad,scc_17,25,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.52,12,,,,356.59743785858154,18,22,10,4,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/32_cuad25_scc_17_temporal_gate__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,33_cuad24_scc_21_condition_trigger,33,cuad,scc_21,24,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5416666666666667,11,,,,227.80019521713257,18,31,22,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/33_cuad24_scc_21_condition_trigger__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,34_cuad24_scc_21_handoff_invariant,34,cuad,scc_21,24,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5416666666666667,11,,,,261.7561538219452,18,22,25,8,56,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/34_cuad24_scc_21_handoff_invariant__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,35_cuad24_scc_21_temporal_gate,35,cuad,scc_21,24,cuad_temporal_notice_receipt_gate_critical,False,True,True,False,0.5416666666666667,11,,,,261.71732902526855,18,24,32,3,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/35_cuad24_scc_21_temporal_gate__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.55,9,,,,441.9958658218384,18,29,5,1,45,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/36_cuad20_scc_28_condition_trigger__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.55,9,,,,326.5590741634369,18,23,8,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/37_cuad20_scc_28_handoff_invariant__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.55,9,,,,453.64094614982605,18,21,8,1,13,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/38_cuad20_scc_28_temporal_gate__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,18,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5,9,,,,199.3287181854248,18,20,11,7,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/39_sec_ex2118_scc_1_handoff_invariant__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,18,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,9,,,,189.38780784606934,18,21,6,6,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_dryrun_check/results/40_sec_ex2118_scc_7_temporal_gate__full-sa-mcgs-locked.json
