variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file
Full SA-MCGS (locked main),full-sa-mcgs-locked,11_cuad14_scc_8_direct_mutex,11,cuad,scc_8,14,cuad_direct_no_fee_vs_fee_critical,False,True,True,False,0.5,7,,,,296.60127997398376,18,21,2,1,14,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_dryrun_check/results/11_cuad14_scc_8_direct_mutex__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,12_cuad12_scc_50_direct_mutex,12,cuad,scc_50,12,cuad_direct_no_fee_vs_fee_critical,False,True,True,True,0.5,6,,,,275.5985231399536,18,18,2,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_dryrun_check/results/12_cuad12_scc_50_direct_mutex__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,13_debian12_scc_8_direct_mutex,13,debian,scc_8,12,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.5,6,,,,159.49510192871094,18,15,4,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_dryrun_check/results/13_debian12_scc_8_direct_mutex__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,14_sec_ex2112_scc_2_direct_mutex,14,sec_ex21,scc_2,12,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5,6,,,,168.7341821193695,18,17,1,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_dryrun_check/results/14_sec_ex2112_scc_2_direct_mutex__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,15_bgb11_scc_0_direct_mutex,15,bgb,scc_0,11,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,True,0.5454545454545454,5,,,,191.06909799575806,18,16,2,6,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_dryrun_check/results/15_bgb11_scc_0_direct_mutex__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,16_debian11_scc_23_direct_mutex,16,debian,scc_23,11,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.5454545454545454,5,,,,150.96577501296997,18,8,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_dryrun_check/results/16_debian11_scc_23_direct_mutex__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,17_sec_ex2111_scc_3_direct_mutex,17,sec_ex21,scc_3,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5454545454545454,5,,,,173.62228989601135,18,12,2,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_dryrun_check/results/17_sec_ex2111_scc_3_direct_mutex__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,18_sec_ex2110_scc_7_direct_mutex,18,sec_ex21,scc_7,10,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,False,0.5,5,,,,153.81014728546143,18,8,0,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_dryrun_check/results/18_sec_ex2110_scc_7_direct_mutex__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,19_bgb9_scc_7_direct_mutex,19,bgb,scc_7,9,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,True,0.4444444444444444,5,,,,320.4360809326172,18,13,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_dryrun_check/results/19_bgb9_scc_7_direct_mutex__full-sa-mcgs-locked.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,20_sec_ex219_scc_5_direct_mutex,20,sec_ex21,scc_5,9,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.4444444444444444,5,,,,144.61453700065613,18,9,1,2,17,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_dryrun_check/results/20_sec_ex219_scc_5_direct_mutex__full-sa-mcgs-locked.json
