method,scale,case_id,domain,scc_size,case_concurrency,internal_concurrency,llm_calls,recorded_api_calls,prompt_tokens,completion_tokens,total_tokens,runtime_sec,invalid_output,root_at_3,risk_any,risk_all,compression,result_file
naive-single,large,05_cuad24_scc_21_direct_mutex,cuad,24,1,1,,1,29926,3994,33920,,True,,,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/05_cuad24_scc_21_direct_mutex__naive-single.json
SA-MCGS,large,05_cuad24_scc_21_direct_mutex,cuad,24,1,1,49,50,81041,72278,153319,657.4479780197144,False,True,False,False,0.5416666666666667,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/05_cuad24_scc_21_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,medium,06_cuad20_scc_28_direct_mutex,cuad,20,1,1,20,20,53705,33595,87300,261.7170760631561,False,False,True,False,0.55,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/06_cuad20_scc_28_direct_mutex__lea.json
"Full-SCC Naive, single attempt",medium,06_cuad20_scc_28_direct_mutex,cuad,20,1,1,1,1,47560,4207,51767,26.896034717559814,False,False,False,False,0.75,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/06_cuad20_scc_28_direct_mutex__naive-single.json
SA-MCGS,medium,06_cuad20_scc_28_direct_mutex,cuad,20,1,1,50,50,135626,86190,221816,710.9501090049744,False,True,True,True,0.55,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/06_cuad20_scc_28_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,medium,07_cuad18_scc_6_direct_mutex,cuad,18,1,1,18,21,49829,37750,87579,244.1108160018921,False,True,True,False,0.5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/07_cuad18_scc_6_direct_mutex__lea.json
"Full-SCC Naive, single attempt",medium,07_cuad18_scc_6_direct_mutex,cuad,18,1,1,1,1,46837,4463,51300,30.33905839920044,False,False,False,False,0.7222222222222222,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/07_cuad18_scc_6_direct_mutex__naive-single.json
SA-MCGS,medium,07_cuad18_scc_6_direct_mutex,cuad,18,1,1,50,56,142825,95147,237972,734.0579032897949,False,True,True,False,0.5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/07_cuad18_scc_6_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,medium,08_sec_ex2118_scc_3_direct_mutex,sec_ex21,18,1,1,18,18,19676,13557,33233,114.50282979011536,False,True,True,False,0.5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/08_sec_ex2118_scc_3_direct_mutex__lea.json
"Full-SCC Naive, single attempt",medium,08_sec_ex2118_scc_3_direct_mutex,sec_ex21,18,1,1,1,1,6424,1794,8218,10.075999975204468,False,False,True,True,0.7777777777777778,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/08_sec_ex2118_scc_3_direct_mutex__naive-single.json
SA-MCGS,medium,08_sec_ex2118_scc_3_direct_mutex,sec_ex21,18,1,1,50,52,56718,39902,96620,400.9251620769501,False,True,True,True,0.5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/08_sec_ex2118_scc_3_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,medium,09_cuad17_scc_0_direct_mutex,cuad,17,1,1,17,17,40116,26540,66656,179.1793999671936,False,False,True,False,0.5294117647058824,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/09_cuad17_scc_0_direct_mutex__lea.json
"Full-SCC Naive, single attempt",medium,09_cuad17_scc_0_direct_mutex,cuad,17,1,1,1,1,21543,3380,24923,18.03184485435486,False,False,True,False,0.8235294117647058,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/09_cuad17_scc_0_direct_mutex__naive-single.json
SA-MCGS,medium,09_cuad17_scc_0_direct_mutex,cuad,17,1,1,50,52,117227,84379,201606,599.6687150001526,False,False,True,False,0.5294117647058824,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/09_cuad17_scc_0_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,medium,10_cuad16_scc_23_direct_mutex,cuad,16,1,1,16,16,43352,29140,72492,202.9492211341858,False,True,True,True,0.5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/10_cuad16_scc_23_direct_mutex__lea.json
"Full-SCC Naive, single attempt",medium,10_cuad16_scc_23_direct_mutex,cuad,16,1,1,1,1,31851,4445,36296,24.010642766952515,False,False,False,False,0.8125,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/10_cuad16_scc_23_direct_mutex__naive-single.json
SA-MCGS,medium,10_cuad16_scc_23_direct_mutex,cuad,16,1,1,50,52,136099,85793,221892,551.295737028122,False,True,True,True,0.5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/10_cuad16_scc_23_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,medium,11_cuad14_scc_8_direct_mutex,cuad,14,1,1,14,14,32405,23855,56260,158.87855005264282,False,True,True,True,0.5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/11_cuad14_scc_8_direct_mutex__lea.json
"Full-SCC Naive, single attempt",medium,11_cuad14_scc_8_direct_mutex,cuad,14,1,1,1,1,14535,4286,18821,19.215330123901367,False,False,True,False,0.7142857142857143,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/11_cuad14_scc_8_direct_mutex__naive-single.json
SA-MCGS,medium,11_cuad14_scc_8_direct_mutex,cuad,14,1,1,50,57,129562,101216,230778,671.8154199123383,False,True,True,True,0.5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/11_cuad14_scc_8_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,small,12_cuad12_scc_50_direct_mutex,cuad,12,1,1,12,12,25742,18309,44051,111.36153316497803,False,True,True,True,0.5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/12_cuad12_scc_50_direct_mutex__lea.json
"Full-SCC Naive, single attempt",small,12_cuad12_scc_50_direct_mutex,cuad,12,1,1,1,1,10087,4316,14403,23.61756706237793,False,True,True,True,0.5833333333333333,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/12_cuad12_scc_50_direct_mutex__naive-single.json
SA-MCGS,small,12_cuad12_scc_50_direct_mutex,cuad,12,1,1,50,53,125032,89759,214791,594.196494102478,False,True,True,True,0.5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/12_cuad12_scc_50_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,small,13_debian12_scc_8_direct_mutex,debian,12,1,1,11,11,18023,7802,25825,69.89885783195496,False,True,True,True,0.5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/13_debian12_scc_8_direct_mutex__lea.json
"Full-SCC Naive, single attempt",small,13_debian12_scc_8_direct_mutex,debian,12,1,1,1,1,4515,2090,6605,21.12415885925293,False,True,True,True,0.6666666666666667,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/13_debian12_scc_8_direct_mutex__naive-single.json
SA-MCGS,small,13_debian12_scc_8_direct_mutex,debian,12,1,1,49,49,83979,34277,118256,323.1112608909607,False,True,True,True,0.5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/13_debian12_scc_8_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,small,14_sec_ex2112_scc_2_direct_mutex,sec_ex21,9,1,1,9,9,7081,5416,12497,53.90529990196228,False,True,True,True,0.4444444444444444,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/14_sec_ex2112_scc_2_direct_mutex__lea.json
"Full-SCC Naive, single attempt",small,14_sec_ex2112_scc_2_direct_mutex,sec_ex21,9,1,1,1,1,1464,1592,3056,9.375098943710327,False,True,True,True,0.6666666666666667,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/14_sec_ex2112_scc_2_direct_mutex__naive-single.json
SA-MCGS,small,14_sec_ex2112_scc_2_direct_mutex,sec_ex21,9,1,1,45,46,36983,32030,69013,324.8644788265228,False,True,True,True,0.4444444444444444,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/14_sec_ex2112_scc_2_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,small,15_bgb11_scc_0_direct_mutex,bgb,11,1,1,11,11,17866,9128,26994,96.35432887077332,False,True,True,False,0.5454545454545454,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/15_bgb11_scc_0_direct_mutex__lea.json
"Full-SCC Naive, single attempt",small,15_bgb11_scc_0_direct_mutex,bgb,11,1,1,1,1,4391,1919,6310,21.152979850769043,False,True,True,True,0.5454545454545454,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/15_bgb11_scc_0_direct_mutex__naive-single.json
SA-MCGS,small,15_bgb11_scc_0_direct_mutex,bgb,11,1,1,43,43,69836,34591,104427,351.9475140571594,False,True,True,True,0.5454545454545454,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/15_bgb11_scc_0_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,small,16_debian11_scc_23_direct_mutex,debian,11,1,1,11,11,16931,7297,24228,90.643878698349,False,True,True,True,0.5454545454545454,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/16_debian11_scc_23_direct_mutex__lea.json
"Full-SCC Naive, single attempt",small,16_debian11_scc_23_direct_mutex,debian,11,1,1,1,1,3799,1834,5633,10.380406856536865,False,True,True,True,0.5454545454545454,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/16_debian11_scc_23_direct_mutex__naive-single.json
SA-MCGS,small,16_debian11_scc_23_direct_mutex,debian,11,1,1,45,45,74825,30705,105530,304.6962969303131,False,True,True,True,0.5454545454545454,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/16_debian11_scc_23_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,medium,17_sec_ex2111_scc_3_direct_mutex,sec_ex21,18,1,1,18,18,19676,13397,33073,121.81141781806946,False,True,True,False,0.5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/17_sec_ex2111_scc_3_direct_mutex__lea.json
"Full-SCC Naive, single attempt",medium,17_sec_ex2111_scc_3_direct_mutex,sec_ex21,18,1,1,1,1,6424,2667,9091,14.986737966537476,False,False,True,False,0.7222222222222222,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/17_sec_ex2111_scc_3_direct_mutex__naive-single.json
SA-MCGS,medium,17_sec_ex2111_scc_3_direct_mutex,sec_ex21,18,1,1,50,50,56941,37265,94206,369.1453227996826,False,True,True,True,0.5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/17_sec_ex2111_scc_3_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,small,18_sec_ex2110_scc_7_direct_mutex,sec_ex21,11,1,1,8,8,8939,5897,14836,53.29204607009888,False,True,False,False,0.5454545454545454,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/18_sec_ex2110_scc_7_direct_mutex__lea.json
"Full-SCC Naive, single attempt",small,18_sec_ex2110_scc_7_direct_mutex,sec_ex21,11,1,1,1,1,4130,1893,6023,10.469645023345947,False,True,True,True,0.5454545454545454,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/18_sec_ex2110_scc_7_direct_mutex__naive-single.json
SA-MCGS,small,18_sec_ex2110_scc_7_direct_mutex,sec_ex21,11,1,1,50,50,58529,39159,97688,335.2750198841095,False,True,True,True,0.5454545454545454,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/18_sec_ex2110_scc_7_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,small,19_bgb9_scc_7_direct_mutex,bgb,9,1,1,9,9,22942,7556,30498,79.2407648563385,False,False,False,False,0.4444444444444444,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/19_bgb9_scc_7_direct_mutex__lea.json
"Full-SCC Naive, single attempt",small,19_bgb9_scc_7_direct_mutex,bgb,9,1,1,1,1,5636,1807,7443,11.468130111694336,False,False,False,False,0.5555555555555556,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/19_bgb9_scc_7_direct_mutex__naive-single.json
SA-MCGS,small,19_bgb9_scc_7_direct_mutex,bgb,9,1,1,49,51,123485,44839,168324,497.1065299510956,False,True,True,True,0.4444444444444444,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/19_bgb9_scc_7_direct_mutex__sa-mcgs.json
GraphRAG-style LEA,small,20_sec_ex219_scc_5_direct_mutex,sec_ex21,11,1,1,11,11,9172,7920,17092,74.81710577011108,False,True,True,False,0.5454545454545454,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/20_sec_ex219_scc_5_direct_mutex__lea.json
"Full-SCC Naive, single attempt",small,20_sec_ex219_scc_5_direct_mutex,sec_ex21,11,1,1,1,1,1968,1824,3792,12.751648902893066,False,True,True,True,0.7272727272727273,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/20_sec_ex219_scc_5_direct_mutex__naive-single.json
SA-MCGS,small,20_sec_ex219_scc_5_direct_mutex,sec_ex21,11,1,1,49,49,40820,36418,77238,367.1470398902893,False,True,True,True,0.5454545454545454,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/cost_audit_runs/clean_gpt4o_b50_20260711_013007/results/20_sec_ex219_scc_5_direct_mutex__sa-mcgs.json
