variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file
No relation-first memory,no-relation-first-memory,43_cuad18_scc_6_temporal_gate,43,cuad,scc_6,18,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,9,60,70,312231,277.3103060722351,0,35,7,11,37,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/43_cuad18_scc_6_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,43_cuad18_scc_6_temporal_gate,43,cuad,scc_6,18,cuad_temporal_notice_receipt_gate_critical,False,True,True,False,0.5,9,60,68,286916,256.7887270450592,0,33,12,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/43_cuad18_scc_6_temporal_gate__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,44_sec_ex2118_scc_3_condition_trigger,44,sec_ex21,scc_3,18,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5,9,,,,172.44178819656372,18,19,7,3,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/44_sec_ex2118_scc_3_condition_trigger__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,44_sec_ex2118_scc_3_condition_trigger,44,sec_ex21,scc_3,12,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.6666666666666667,4,55,55,82500,109.78624081611633,19,0,0,1,22,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/44_sec_ex2118_scc_3_condition_trigger__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,44_sec_ex2118_scc_3_condition_trigger,44,sec_ex21,scc_3,12,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5,6,55,55,77151,97.91381025314331,0,8,1,2,15,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/44_sec_ex2118_scc_3_condition_trigger__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,44_sec_ex2118_scc_3_condition_trigger,44,sec_ex21,scc_3,12,sec_condition_trigger_unfiled_amendment_critical,False,True,True,False,0.5,6,56,56,80710,116.68977499008179,0,14,0,3,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/44_sec_ex2118_scc_3_condition_trigger__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,45_cuad17_scc_0_condition_trigger,45,cuad,scc_0,17,cuad_condition_trigger_unconfirmed_exception_critical,False,False,True,False,0.5294117647058824,8,,,,266.47658014297485,18,25,3,2,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/45_cuad17_scc_0_condition_trigger__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,45_cuad17_scc_0_condition_trigger,45,cuad,scc_0,17,cuad_condition_trigger_unconfirmed_exception_critical,False,False,True,False,0.5294117647058824,8,60,62,240159,199.39737915992737,19,0,0,2,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/45_cuad17_scc_0_condition_trigger__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,45_cuad17_scc_0_condition_trigger,45,cuad,scc_0,17,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5294117647058824,8,60,63,236839,218.3482949733734,0,30,5,1,32,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/45_cuad17_scc_0_condition_trigger__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,45_cuad17_scc_0_condition_trigger,45,cuad,scc_0,17,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5294117647058824,8,58,60,224433,192.6130130290985,0,28,4,16,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/45_cuad17_scc_0_condition_trigger__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,46_cuad17_scc_0_handoff_invariant,46,cuad,scc_0,17,cuad_handoff_invariant_payment_status_critical,False,False,True,True,0.5294117647058824,8,,,,220.19032502174377,18,23,6,6,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/46_cuad17_scc_0_handoff_invariant__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,46_cuad17_scc_0_handoff_invariant,46,cuad,scc_0,17,cuad_handoff_invariant_payment_status_critical,False,False,True,False,0.6470588235294117,6,60,61,229539,201.26898193359375,19,0,0,2,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/46_cuad17_scc_0_handoff_invariant__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,46_cuad17_scc_0_handoff_invariant,46,cuad,scc_0,17,cuad_handoff_invariant_payment_status_critical,False,False,True,True,0.5294117647058824,8,60,61,231521,176.01239013671875,0,25,8,2,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/46_cuad17_scc_0_handoff_invariant__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,46_cuad17_scc_0_handoff_invariant,46,cuad,scc_0,17,cuad_handoff_invariant_payment_status_critical,False,False,True,False,0.5294117647058824,8,60,60,225619,169.59266185760498,0,30,2,52,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/46_cuad17_scc_0_handoff_invariant__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,47_cuad17_scc_0_temporal_gate,47,cuad,scc_0,17,cuad_temporal_notice_receipt_gate_critical,False,False,True,False,0.5294117647058824,8,,,,266.76408219337463,18,24,6,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/47_cuad17_scc_0_temporal_gate__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,47_cuad17_scc_0_temporal_gate,47,cuad,scc_0,17,cuad_temporal_notice_receipt_gate_critical,False,False,True,False,0.7058823529411764,5,60,60,233063,223.3452968597412,19,0,0,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/47_cuad17_scc_0_temporal_gate__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,47_cuad17_scc_0_temporal_gate,47,cuad,scc_0,17,cuad_temporal_notice_receipt_gate_critical,False,False,True,True,0.5294117647058824,8,60,62,233020,208.20950984954834,0,29,8,1,28,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/47_cuad17_scc_0_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,47_cuad17_scc_0_temporal_gate,47,cuad,scc_0,17,cuad_temporal_notice_receipt_gate_critical,False,False,True,False,0.5294117647058824,8,60,62,229247,200.61412906646729,0,27,4,8,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/47_cuad17_scc_0_temporal_gate__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,48_cuad16_scc_23_condition_trigger,48,cuad,scc_23,16,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,8,,,,360.58802461624146,18,21,5,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/48_cuad16_scc_23_condition_trigger__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,48_cuad16_scc_23_condition_trigger,48,cuad,scc_23,16,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5625,7,54,58,255524,327.99491930007935,19,0,0,1,30,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/48_cuad16_scc_23_condition_trigger__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,48_cuad16_scc_23_condition_trigger,48,cuad,scc_23,16,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,8,60,63,280295,217.10069823265076,0,20,8,7,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/48_cuad16_scc_23_condition_trigger__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,48_cuad16_scc_23_condition_trigger,48,cuad,scc_23,16,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,8,60,63,278685,303.81904220581055,0,25,3,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/48_cuad16_scc_23_condition_trigger__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,49_cuad16_scc_23_handoff_invariant,49,cuad,scc_23,16,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,8,,,,326.39883303642273,18,21,3,4,25,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/49_cuad16_scc_23_handoff_invariant__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,49_cuad16_scc_23_handoff_invariant,49,cuad,scc_23,16,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.75,4,60,65,286317,321.32900500297546,19,0,0,2,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/49_cuad16_scc_23_handoff_invariant__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,49_cuad16_scc_23_handoff_invariant,49,cuad,scc_23,16,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,8,60,62,275036,305.21673107147217,0,22,4,1,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/49_cuad16_scc_23_handoff_invariant__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,49_cuad16_scc_23_handoff_invariant,49,cuad,scc_23,16,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,8,60,64,276566,222.96077394485474,0,26,4,3,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/49_cuad16_scc_23_handoff_invariant__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,50_cuad16_scc_23_temporal_gate,50,cuad,scc_23,16,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,8,,,,278.9860911369324,18,24,2,2,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/50_cuad16_scc_23_temporal_gate__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,50_cuad16_scc_23_temporal_gate,50,cuad,scc_23,16,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.6875,5,57,63,289299,287.4090030193329,19,0,0,5,25,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/50_cuad16_scc_23_temporal_gate__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,50_cuad16_scc_23_temporal_gate,50,cuad,scc_23,16,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,8,60,61,263910,189.1289930343628,0,24,1,7,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/50_cuad16_scc_23_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,50_cuad16_scc_23_temporal_gate,50,cuad,scc_23,16,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,8,60,62,262562,291.0400700569153,0,24,2,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/50_cuad16_scc_23_temporal_gate__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,51_cuad14_scc_8_condition_trigger,51,cuad,scc_8,14,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,7,,,,295.4224200248718,18,20,3,1,19,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/51_cuad14_scc_8_condition_trigger__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,51_cuad14_scc_8_condition_trigger,51,cuad,scc_8,14,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.7857142857142857,3,60,62,248740,279.2137577533722,19,0,0,2,24,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/51_cuad14_scc_8_condition_trigger__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,51_cuad14_scc_8_condition_trigger,51,cuad,scc_8,14,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.5,7,60,62,245019,300.7595388889313,0,28,3,5,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/51_cuad14_scc_8_condition_trigger__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,51_cuad14_scc_8_condition_trigger,51,cuad,scc_8,14,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,7,60,61,235092,211.72475695610046,0,24,5,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/51_cuad14_scc_8_condition_trigger__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,52_cuad14_scc_8_handoff_invariant,52,cuad,scc_8,14,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.5,7,,,,375.4743287563324,18,21,5,1,18,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/52_cuad14_scc_8_handoff_invariant__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,52_cuad14_scc_8_handoff_invariant,52,cuad,scc_8,14,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.7142857142857143,4,59,61,247086,204.50937914848328,19,0,0,3,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/52_cuad14_scc_8_handoff_invariant__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,52_cuad14_scc_8_handoff_invariant,52,cuad,scc_8,14,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,7,60,62,240845,200.1032998561859,0,30,1,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/52_cuad14_scc_8_handoff_invariant__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,52_cuad14_scc_8_handoff_invariant,52,cuad,scc_8,14,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,7,60,63,242106,204.11668300628662,0,26,3,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/52_cuad14_scc_8_handoff_invariant__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,53_cuad14_scc_8_temporal_gate,53,cuad,scc_8,14,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,7,,,,342.64556407928467,18,21,3,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/53_cuad14_scc_8_temporal_gate__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,53_cuad14_scc_8_temporal_gate,53,cuad,scc_8,14,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.6428571428571428,5,60,63,246509,273.38959097862244,19,0,0,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/53_cuad14_scc_8_temporal_gate__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,53_cuad14_scc_8_temporal_gate,53,cuad,scc_8,14,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,7,60,67,264072,293.49936294555664,0,26,3,2,24,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/53_cuad14_scc_8_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,53_cuad14_scc_8_temporal_gate,53,cuad,scc_8,14,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,7,60,67,262150,252.16473412513733,0,28,2,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/53_cuad14_scc_8_temporal_gate__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,54_cuad12_scc_50_condition_trigger,54,cuad,scc_50,12,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,6,,,,276.41252398490906,18,18,3,3,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/54_cuad12_scc_50_condition_trigger__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,54_cuad12_scc_50_condition_trigger,54,cuad,scc_50,12,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.6666666666666667,4,60,61,248046,188.75454092025757,19,0,0,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/54_cuad12_scc_50_condition_trigger__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,54_cuad12_scc_50_condition_trigger,54,cuad,scc_50,12,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,6,60,62,246146,200.56926012039185,0,21,4,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/54_cuad12_scc_50_condition_trigger__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,54_cuad12_scc_50_condition_trigger,54,cuad,scc_50,12,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,6,60,62,228813,186.18279123306274,0,21,3,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/54_cuad12_scc_50_condition_trigger__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,55_cuad12_scc_50_handoff_invariant,55,cuad,scc_50,12,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,6,,,,298.76992106437683,18,16,3,3,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/55_cuad12_scc_50_handoff_invariant__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,55_cuad12_scc_50_handoff_invariant,55,cuad,scc_50,12,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.6666666666666667,4,60,62,249860,282.2487690448761,19,0,0,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/55_cuad12_scc_50_handoff_invariant__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,55_cuad12_scc_50_handoff_invariant,55,cuad,scc_50,12,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,6,59,63,247615,201.7649438381195,0,19,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/55_cuad12_scc_50_handoff_invariant__no-relation-first-memory.json
